State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cluster
California,6005.847375,Yes,Extended,College,Retired,M,13528.0,Suburban,Single,86.0,21.0,35.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,2
California,4941.650159,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Single,137.0,17.0,5.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Branch,964.2628512499998,SUV,Medsize,0
Washington,2254.402024,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,65.0,3.0,95.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,768.797656,Four-Door Car,Medsize,1
Arizona,2554.032052,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,72.0,32.0,14.000000000000002,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Web,405.804184,Four-Door Car,Medsize,1
Arizona,8123.955565999999,No,Basic,Doctor,Medical Leave,M,12617.0,Suburban,Divorced,108.0,5.0,43.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,648.925597,SUV,Medsize,0
Oregon,16387.34622375,No,Basic,High School or Below,Employed,F,42754.0,Urban,Divorced,65.0,5.0,56.00000000000001,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,279.715067,Two-Door Car,Medsize,3
Oregon,10461.58298,No,Premium,College,Unemployed,M,0.0,Suburban,Single,155.0,23.0,62.0,0.0,5.0,Corporate Auto,Corporate L2,Offer1,Branch,964.2628512499998,Sports Car,Medsize,0
California,4669.22664,Yes,Premium,High School or Below,Employed,F,76157.0,Suburban,Married,116.0,15.0,80.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,3
Oregon,4903.810606,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Married,66.0,19.0,28.999999999999996,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,469.6093,Four-Door Car,Large,1
Oregon,16387.34622375,No,Extended,High School or Below,Employed,M,58957.99999999999,Suburban,Married,170.5,31.0,74.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,964.2628512499998,Luxury Car,Small,2
Oregon,8009.028202,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Married,107.0,5.0,8.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,740.963933,SUV,Small,3
Oregon,16387.34622375,No,Extended,Bachelor,Unemployed,F,0.0,Suburban,Single,98.0,0.0,57.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,705.6,Four-Door Car,Small,1
Oregon,7732.3851030000005,No,Basic,High School or Below,Employed,F,34430.0,Urban,Divorced,65.0,6.0,15.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,184.958966,Two-Door Car,Medsize,3
Oregon,9416.28441,No,Extended,High School or Below,Disabled,M,13410.999999999998,Suburban,Married,127.00000000000001,26.999999999999996,81.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Branch,609.6,SUV,Medsize,0
California,5923.518828,No,Basic,Bachelor,Employed,M,73758.0,Urban,Married,74.0,24.0,87.0,0.0,7.0,Personal Auto,Personal L2,Offer3,Branch,301.562622,Four-Door Car,Medsize,2
California,3833.0667680000006,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Divorced,116.0,34.0,82.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,964.2628512499998,Sports Car,Medsize,3
Oregon,16387.34622375,No,Basic,Bachelor,Medical Leave,M,17130.0,Suburban,Divorced,170.5,1.0,57.99999999999999,0.0,2.0,Special Auto,Special L3,Offer1,Agent,950.4,Luxury SUV,Medsize,0
Washington,5553.756551,No,Extended,College,Unemployed,F,0.0,Suburban,Single,92.0,30.0,64.0,0.0,8.5,Personal Auto,Personal L3,Offer1,Branch,662.4,Four-Door Car,Medsize,1
Oregon,10036.53634,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Single,134.0,15.0,92.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Call Center,964.2628512499998,SUV,Medsize,3
Arizona,6575.53817,No,Extended,Bachelor,Disabled,M,10517.0,Urban,Single,92.0,14.0,65.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Agent,441.540848,Four-Door Car,Medsize,2
California,4362.931238,Yes,Premium,College,Employed,M,58842.0,Suburban,Married,110.0,6.0,74.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,528.0,Four-Door Car,Medsize,2
California,7873.708219,No,Basic,College,Employed,M,22355.0,Suburban,Married,71.0,26.999999999999996,9.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,340.8,Four-Door Car,Medsize,2
Washington,13021.0853,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Single,170.5,26.0,40.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Call Center,964.2628512499998,Luxury Car,Medsize,3
Arizona,4492.23348,No,Basic,Bachelor,Medical Leave,F,21137.0,Suburban,Single,61.0,29.0,62.0,0.0,6.0,Personal Auto,Personal L1,Offer2,Web,292.8,Four-Door Car,Medsize,1
Oregon,6650.456653,No,Extended,Bachelor,Unemployed,F,0.0,Suburban,Single,99.0,16.0,65.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Branch,712.8,Four-Door Car,Small,1
California,11093.71591,No,Extended,High School or Below,Employed,M,78255.0,Suburban,Single,95.0,14.0,88.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,456.0,Four-Door Car,Small,2
Arizona,5107.163002,Yes,Basic,Bachelor,Employed,F,35625.0,Urban,Married,65.0,10.0,56.00000000000001,0.0,3.0,Special Auto,Special L1,Offer2,Agent,288.572108,Four-Door Car,Medsize,1
California,7334.328083000001,No,Basic,College,Employed,F,87957.0,Suburban,Divorced,61.0,31.0,63.00000000000001,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,308.321335,Four-Door Car,Small,1
Oregon,4996.564694,No,Basic,College,Employed,F,25915.0,Suburban,Single,64.0,13.0,62.0,0.0,7.0,Corporate Auto,Corporate L3,Offer1,Agent,317.979988,Two-Door Car,Medsize,3
California,8658.863813,Yes,Basic,College,Employed,M,62463.99999999999,Urban,Married,109.0,23.0,45.0,0.0,4.0,Corporate Auto,Corporate L1,Offer2,Agent,400.181882,Sports Car,Medsize,0
California,9657.579498,Yes,Extended,High School or Below,Unemployed,M,0.0,Suburban,Married,131.0,34.0,61.0,0.0,8.5,Corporate Auto,Corporate L3,Offer1,Agent,628.8,SUV,Medsize,0
California,6176.700392,No,Extended,High School or Below,Employed,M,49529.0,Urban,Married,78.0,4.0,78.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Agent,234.723464,Two-Door Car,Medsize,0
California,2821.448707,No,Extended,College,Unemployed,M,0.0,Suburban,Single,81.0,21.0,78.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Call Center,583.2,Four-Door Car,Medsize,2
Arizona,2843.557702,No,Basic,College,Employed,M,67952.0,Rural,Married,71.0,16.0,0.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,167.405624,Two-Door Car,Medsize,0
California,11790.49617,Yes,Basic,College,Retired,M,25251.0,Suburban,Divorced,66.0,13.0,43.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize,2
Arizona,7785.666532,No,Basic,High School or Below,Employed,F,20497.0,Suburban,Married,65.0,17.0,94.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Branch,425.358596,Four-Door Car,Small,1
California,12315.09489,No,Premium,High School or Below,Employed,M,68420.0,Suburban,Married,104.0,5.0,27.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,499.2,Four-Door Car,Medsize,2
Arizona,4810.97858,No,Extended,College,Employed,F,24711.0,Rural,Married,122.0,31.0,93.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,259.998169,Sports Car,Small,3
California,16387.34622375,No,Basic,College,Employed,F,76530.0,Rural,Divorced,119.00000000000001,35.0,9.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Call Center,254.14919700000002,SUV,Medsize,1
California,3980.421464,No,Extended,High School or Below,Employed,M,98333.0,Urban,Married,99.0,16.0,69.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,459.048775,Four-Door Car,Medsize,2
California,14635.451579999999,Yes,Extended,Bachelor,Unemployed,F,0.0,Suburban,Divorced,139.0,5.0,56.00000000000001,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,3
Oregon,3761.7920149999995,No,Premium,College,Unemployed,F,0.0,Suburban,Single,106.0,25.0,47.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,964.2628512499998,Four-Door Car,Small,1
Nevada,5619.689084,Yes,Premium,High School or Below,Unemployed,M,0.0,Suburban,Married,153.0,25.0,5.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,964.2628512499998,SUV,Medsize,0
Arizona,5304.541694,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Divorced,74.0,18.0,28.999999999999996,0.0,8.0,Personal Auto,Personal L2,Offer1,Branch,532.8,Four-Door Car,Medsize,2
Oregon,3207.468733,No,Extended,Bachelor,Employed,M,24695.0,Suburban,Married,82.0,0.0,88.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,393.6,Four-Door Car,Large,2
California,8697.787865,No,Premium,Bachelor,Employed,M,26287.0,Rural,Married,111.00000000000001,6.0,11.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,279.378884,Two-Door Car,Medsize,0
California,8717.049833,Yes,Basic,College,Employed,M,83846.0,Suburban,Married,74.0,22.0,94.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,2
Washington,8029.715047000001,No,Basic,High School or Below,Employed,F,76081.0,Suburban,Single,68.0,14.0,3.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,384.210821,Four-Door Car,Medsize,1
Oregon,4763.327142,No,Basic,College,Disabled,M,14957.0,Suburban,Single,66.0,24.0,68.0,0.0,8.0,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,2
Washington,16387.34622375,No,Premium,High School or Below,Employed,M,41727.0,Rural,Married,116.99999999999999,18.0,84.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,82.25632,Four-Door Car,Medsize,2
Nevada,5383.670919,No,Basic,College,Employed,F,89092.0,Rural,Divorced,68.0,31.0,30.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,91.8198,Two-Door Car,Medsize,3
Washington,8409.668976,No,Basic,College,Employed,F,53985.99999999999,Rural,Married,70.0,22.0,37.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,127.886591,Four-Door Car,Medsize,1
Oregon,4257.477861,No,Premium,Bachelor,Employed,F,49853.0,Suburban,Single,109.0,17.0,47.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,679.534284,Four-Door Car,Medsize,1
Oregon,14708.995649999999,No,Basic,High School or Below,Employed,M,36670.0,Suburban,Single,170.5,30.0,44.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Branch,907.2,Luxury Car,Medsize,2
Nevada,2593.818427,No,Basic,Bachelor,Employed,M,43626.0,Suburban,Divorced,67.0,9.0,80.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,321.6,Two-Door Car,Small,0
Washington,2466.581354,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,70.0,6.0,18.0,0.0,1.0,Special Auto,Special L1,Offer1,Branch,504.00000000000006,Four-Door Car,Small,1
California,7933.820655999999,No,Basic,College,Employed,F,76505.0,Rural,Married,65.0,32.0,89.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,144.051716,Four-Door Car,Medsize,1
California,16387.34622375,No,Basic,College,Employed,F,66216.0,Rural,Single,103.0,34.0,57.99999999999999,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,96.723812,Sports Car,Medsize,3
Oregon,7412.029747999999,No,Basic,College,Employed,F,52497.00000000001,Suburban,Divorced,63.0,22.0,46.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Two-Door Car,Small,3
Arizona,16387.34622375,Yes,Basic,High School or Below,Employed,F,20090.0,Suburban,Married,109.0,10.0,59.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,523.2,Sports Car,Medsize,3
Oregon,16387.34622375,No,Premium,High School or Below,Unemployed,F,0.0,Suburban,Single,170.5,7.0,47.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Agent,964.2628512499998,SUV,Medsize,3
California,7249.065093,No,Extended,Bachelor,Employed,F,37751.0,Rural,Single,93.0,15.0,42.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,56.692777,Four-Door Car,Medsize,1
Oregon,8193.091589,No,Basic,College,Employed,F,54839.99999999999,Suburban,Single,72.0,18.0,59.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,468.728516,Four-Door Car,Small,1
Oregon,8692.282356,No,Premium,College,Employed,F,31985.999999999996,Suburban,Divorced,111.00000000000001,13.0,83.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Branch,532.8,Four-Door Car,Small,1
Nevada,9799.175061,No,Extended,College,Medical Leave,M,22166.0,Suburban,Married,126.0,10.0,22.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Web,604.8,SUV,Medsize,0
California,14084.48944,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Single,170.5,22.0,92.0,0.0,3.0,Corporate Auto,Corporate L1,Offer2,Agent,964.2628512499998,Luxury Car,Medsize,0
California,13104.14911,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Single,130.0,7.0,31.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,964.2628512499998,Sports Car,Medsize,0
Oregon,2628.657528,No,Basic,Master,Employed,F,83838.0,Urban,Married,65.0,1.0,74.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Call Center,281.405931,Two-Door Car,Medsize,3
Oregon,5245.683756,No,Basic,Master,Employed,F,46061.0,Rural,Married,65.0,23.0,95.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Branch,21.612658,Two-Door Car,Large,3
Oregon,8092.876959999999,Yes,Basic,College,Employed,M,50825.0,Urban,Married,102.0,3.0,46.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,369.614729,SUV,Medsize,0
Arizona,2719.506996,Yes,Basic,College,Retired,F,14030.0,Suburban,Married,72.0,11.0,3.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,345.6,Two-Door Car,Large,3
Washington,5445.373289,No,Extended,High School or Below,Medical Leave,F,20282.0,Suburban,Divorced,79.0,19.0,8.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Agent,507.5493149999999,Two-Door Car,Medsize,3
California,4514.247473,No,Basic,Bachelor,Employed,M,50146.0,Suburban,Married,116.0,6.0,44.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,759.291202,SUV,Medsize,0
Washington,16387.34622375,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Married,120.99999999999999,26.999999999999996,57.99999999999999,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,580.8,SUV,Large,0
California,5408.892351,No,Extended,Bachelor,Employed,F,20472.0,Suburban,Single,139.0,34.0,61.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,667.2,SUV,Medsize,3
Oregon,3768.371028,No,Extended,Master,Employed,F,85751.0,Urban,Married,93.0,6.0,3.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,391.210704,Four-Door Car,Medsize,1
California,16387.34622375,No,Basic,High School or Below,Employed,F,76912.0,Rural,Married,116.0,0.0,55.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Agent,169.226996,Sports Car,Medsize,3
Arizona,3887.324208,No,Extended,Master,Employed,M,96335.0,Rural,Single,97.0,7.0,43.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,161.388136,Four-Door Car,Small,2
Washington,7475.784971000001,No,Basic,Bachelor,Disabled,F,29632.999999999996,Urban,Married,170.5,26.0,57.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,534.653787,Luxury Car,Medsize,1
California,16387.34622375,No,Basic,Master,Employed,M,80540.0,Rural,Married,63.0,26.999999999999996,74.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,65.845112,Four-Door Car,Medsize,2
Nevada,5124.79641,No,Extended,High School or Below,Medical Leave,F,14465.0,Suburban,Married,135.0,30.0,50.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Web,944.506601,Sports Car,Small,3
Washington,4900.336708,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Married,66.0,35.0,75.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Small,1
Oregon,5278.6471,No,Basic,Master,Employed,F,29899.000000000004,Suburban,Married,66.0,21.0,31.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,419.302975,Four-Door Car,Small,1
Washington,4821.986443,No,Extended,College,Unemployed,M,0.0,Suburban,Married,136.0,28.0,87.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,652.8,SUV,Large,0
Nevada,8044.872392999999,Yes,Basic,Bachelor,Employed,M,71391.0,Urban,Married,67.0,29.0,39.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,284.000172,Four-Door Car,Medsize,2
Arizona,12157.32992,Yes,Premium,High School or Below,Employed,M,57448.99999999999,Suburban,Single,103.0,6.0,28.000000000000004,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,494.3999999999999,Four-Door Car,Medsize,2
California,16387.34622375,No,Basic,High School or Below,Disabled,M,14209.0,Suburban,Married,62.0,34.0,36.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Web,297.6,Four-Door Car,Medsize,2
Oregon,4873.350518,No,Extended,High School or Below,Employed,M,47824.0,Urban,Married,129.0,8.0,56.00000000000001,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,546.046853,SUV,Medsize,0
Arizona,5338.525632,No,Basic,Doctor,Employed,F,48696.0,Rural,Married,66.0,21.0,31.0,0.0,6.0,Corporate Auto,Corporate L2,Offer3,Agent,48.762193,Four-Door Car,Medsize,1
Washington,2878.766728,No,Basic,Bachelor,Employed,F,79189.0,Rural,Married,71.0,11.0,79.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,56.092247,Two-Door Car,Medsize,3
California,8473.46358,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,116.0,0.0,8.0,0.0,8.0,Special Auto,Special L2,Offer1,Agent,964.2628512499998,Sports Car,Medsize,3
Arizona,3440.361969,No,Extended,Bachelor,Medical Leave,F,23870.0,Suburban,Married,91.0,4.0,92.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,500.577875,Two-Door Car,Medsize,3
California,2544.337548,No,Basic,Bachelor,Employed,F,41059.0,Rural,Married,64.0,6.0,12.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,151.670029,Four-Door Car,Medsize,1
Oregon,3336.219942,No,Extended,High School or Below,Disabled,M,19447.0,Suburban,Married,89.0,6.0,6.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,Medsize,2
Washington,5206.108215,No,Basic,Bachelor,Employed,M,94392.0,Rural,Married,65.0,3.0,89.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Call Center,156.18031,Four-Door Car,Small,2
Nevada,16387.34622375,No,Extended,College,Medical Leave,M,23203.0,Suburban,Single,132.0,21.0,71.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,964.2628512499998,SUV,Medsize,0
Washington,4817.992644,No,Basic,College,Employed,M,38157.0,Rural,Married,61.0,2.0,39.0,0.0,4.0,Personal Auto,Personal L3,Offer3,Branch,81.53233,Two-Door Car,Medsize,0
Oregon,13727.79972,Yes,Extended,College,Unemployed,M,0.0,Suburban,Single,126.0,12.0,4.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,Medsize,0
Oregon,4996.545123,No,Basic,High School or Below,Employed,M,99761.0,Suburban,Single,63.0,0.0,73.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Branch,452.246664,Two-Door Car,Medsize,0
Oregon,7960.007541,No,Basic,College,Employed,F,98350.0,Urban,Married,101.0,14.0,35.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,289.181979,SUV,Medsize,3
Oregon,7367.653764,No,Basic,High School or Below,Employed,F,25318.0,Suburban,Married,63.0,4.0,8.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,302.4,Four-Door Car,Small,1
Arizona,5632.613078,No,Extended,Bachelor,Employed,F,51721.0,Urban,Married,139.0,18.0,98.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,625.282599,SUV,Medsize,3
Nevada,3884.8552,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,114.0,35.0,9.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,851.031598,Sports Car,Small,3
California,4518.024385,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Single,78.0,7.0,65.0,0.0,6.0,Personal Auto,Personal L3,Offer4,Web,374.4,Four-Door Car,Medsize,2
California,2565.124294,No,Basic,College,Employed,M,68321.0,Urban,Single,66.0,31.0,44.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,198.263056,Four-Door Car,Medsize,2
Arizona,15487.44072,No,Extended,Bachelor,Employed,M,69161.0,Urban,Married,129.0,24.0,50.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,441.138769,Sports Car,Medsize,0
Oregon,6395.351807,No,Extended,Bachelor,Employed,F,72667.0,Urban,Married,80.0,2.0,57.99999999999999,0.0,8.5,Personal Auto,Personal L1,Offer1,Agent,383.228397,Four-Door Car,Large,1
Oregon,8639.088723,No,Basic,High School or Below,Employed,M,62082.0,Rural,Married,72.0,15.0,57.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,91.036967,Four-Door Car,Medsize,2
Arizona,9806.215757,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Single,87.0,15.0,26.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,626.4,Four-Door Car,Medsize,1
California,12472.1199,No,Premium,Bachelor,Employed,F,36551.0,Rural,Single,107.0,12.0,25.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,53.837271,Four-Door Car,Medsize,1
Oregon,5794.565797,No,Basic,Bachelor,Employed,M,70524.0,Suburban,Married,73.0,18.0,5.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Web,350.4,Four-Door Car,Medsize,2
California,2619.027206,No,Basic,High School or Below,Employed,F,60477.00000000001,Rural,Married,65.0,12.0,38.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,139.841411,Four-Door Car,Medsize,1
Washington,3731.5045840000002,Yes,Extended,High School or Below,Unemployed,F,0.0,Suburban,Married,96.0,31.0,34.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,460.8,Four-Door Car,Large,1
Oregon,5421.018201,No,Basic,High School or Below,Employed,M,40376.0,Suburban,Married,69.0,16.0,46.0,0.0,8.0,Personal Auto,Personal L3,Offer2,Agent,427.874055,Four-Door Car,Large,2
Oregon,6521.368813,Yes,Extended,College,Employed,F,72608.0,Suburban,Married,82.0,26.0,19.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Medsize,1
Nevada,16387.34622375,Yes,Premium,High School or Below,Employed,F,46587.0,Suburban,Divorced,119.00000000000001,34.0,74.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,571.2,Four-Door Car,Medsize,1
Arizona,9613.613215,No,Basic,High School or Below,Employed,M,34398.0,Suburban,Married,61.0,10.0,18.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,292.8,Two-Door Car,Small,0
California,4766.645359,No,Basic,Bachelor,Employed,F,70432.0,Rural,Married,61.0,16.0,49.0,0.0,4.0,Personal Auto,Personal L2,Offer4,Web,6.422285,Four-Door Car,Medsize,1
Oregon,16387.34622375,No,Premium,Doctor,Employed,F,79655.0,Rural,Married,170.5,12.0,17.0,0.0,8.5,Personal Auto,Personal L3,Offer2,Branch,498.15987400000006,Luxury Car,Medsize,1
Arizona,7292.913911,No,Extended,College,Unemployed,F,0.0,Suburban,Married,98.0,3.0,70.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,470.4,Two-Door Car,Medsize,3
California,16387.34622375,No,Extended,Bachelor,Employed,F,73457.0,Rural,Married,133.0,0.0,28.999999999999996,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,198.115298,SUV,Small,3
California,5357.75893,No,Extended,College,Unemployed,M,0.0,Suburban,Single,82.0,7.0,77.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Web,393.6,Four-Door Car,Medsize,2
California,5192.355227,No,Basic,Bachelor,Employed,F,23059.0,Suburban,Married,66.0,22.0,55.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,372.430947,Two-Door Car,Medsize,3
Washington,7116.549068,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,66.0,5.0,46.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Branch,316.8,Four-Door Car,Small,1
California,11009.13049,Yes,Premium,Bachelor,Employed,F,51643.00000000001,Suburban,Single,170.5,16.0,43.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,964.2628512499998,Luxury Car,Medsize,1
Nevada,4328.373176,No,Basic,High School or Below,Employed,M,72531.0,Suburban,Married,109.0,35.0,20.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,523.2,Sports Car,Medsize,0
California,9419.883665,No,Basic,College,Employed,M,87840.0,Rural,Married,118.0,22.0,42.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Call Center,161.590594,SUV,Medsize,0
Arizona,2592.928283,No,Basic,High School or Below,Employed,M,57562.99999999999,Suburban,Divorced,66.0,7.0,61.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,316.8,Four-Door Car,Medsize,2
Arizona,2554.189234,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Married,72.0,16.0,48.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,345.6,Two-Door Car,Large,0
Oregon,3528.044252,Yes,Extended,Doctor,Employed,M,31278.0,Suburban,Married,92.0,24.0,95.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,0
Nevada,5340.810309,No,Basic,College,Unemployed,F,0.0,Suburban,Married,72.0,1.0,73.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,1
California,2449.31771,No,Basic,High School or Below,Employed,M,47122.0,Suburban,Single,62.0,6.0,77.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,0
Oregon,5666.465804,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Married,77.0,17.0,54.0,0.0,8.5,Personal Auto,Personal L2,Offer1,Web,534.228036,Four-Door Car,Medsize,2
Oregon,5272.703428,No,Basic,High School or Below,Employed,F,60260.0,Suburban,Married,66.0,14.0,84.0,0.0,3.0,Corporate Auto,Corporate L1,Offer2,Web,328.366827,Four-Door Car,Medsize,1
